Timestamp,Emotion,Probabilities
2025-09-04 13:49:18.001871,Sad,"[0.1715233325958252, 0.01845025271177292, 0.17008326947689056, 0.12273809313774109, 0.2443544715642929, 0.06120193749666214, 0.21164864301681519]"
2025-09-04 13:49:18.141664,Sad,"[0.21142692863941193, 0.022057512775063515, 0.14370276033878326, 0.12204553931951523, 0.31973797082901, 0.014237536117434502, 0.16679178178310394]"
2025-09-04 13:49:18.183108,Sad,"[0.18011081218719482, 0.020473282784223557, 0.15506476163864136, 0.18653464317321777, 0.23203417658805847, 0.05259370803833008, 0.17318861186504364]"
2025-09-04 13:49:18.349313,Sad,"[0.20623095333576202, 0.02188645489513874, 0.14534185826778412, 0.13848528265953064, 0.29202526807785034, 0.021524211391806602, 0.17450599372386932]"
2025-09-04 13:49:18.392458,Sad,"[0.17566955089569092, 0.01788925565779209, 0.14918296039104462, 0.1173347607254982, 0.33561763167381287, 0.012117971666157246, 0.19218787550926208]"
2025-09-04 13:49:18.460759,Sad,"[0.16992051899433136, 0.01875605620443821, 0.15638935565948486, 0.16276676952838898, 0.2244221270084381, 0.06690169125795364, 0.2008434534072876]"
2025-09-04 13:49:18.617403,Sad,"[0.21175283193588257, 0.022739898413419724, 0.14867426455020905, 0.1323176622390747, 0.3174566328525543, 0.014388141222298145, 0.15267060697078705]"
2025-09-04 13:49:18.661698,Happy,"[0.14132116734981537, 0.01602708175778389, 0.14667055010795593, 0.22293341159820557, 0.1781805455684662, 0.09414470195770264, 0.20072253048419952]"
2025-09-04 13:49:18.705594,Neutral,"[0.16026100516319275, 0.01701429858803749, 0.1562691628932953, 0.12748150527477264, 0.211628258228302, 0.09193174540996552, 0.2354140281677246]"
2025-09-04 13:49:18.746598,Sad,"[0.1896180808544159, 0.021948104724287987, 0.17413750290870667, 0.16205444931983948, 0.26005107164382935, 0.03986818343400955, 0.15232256054878235]"
2025-09-04 13:49:18.909177,Sad,"[0.23075339198112488, 0.025285596027970314, 0.14697480201721191, 0.10570617020130157, 0.38548505306243896, 0.004392905160784721, 0.10140212625265121]"
2025-09-04 13:49:18.950903,Sad,"[0.17766189575195312, 0.018217317759990692, 0.15309283137321472, 0.11870347708463669, 0.2741609811782837, 0.03424927592277527, 0.22391420602798462]"
2025-09-04 13:49:19.119036,Sad,"[0.14819060266017914, 0.014222211204469204, 0.21641016006469727, 0.03416786342859268, 0.3039068579673767, 0.038738884031772614, 0.24436339735984802]"
2025-09-04 13:49:19.159279,Sad,"[0.16292451322078705, 0.01619182899594307, 0.15870799124240875, 0.09397262334823608, 0.26479578018188477, 0.04447362571954727, 0.2589336335659027]"
2025-09-04 13:49:19.301241,Sad,"[0.21905075013637543, 0.023807745426893234, 0.15055492520332336, 0.12358836829662323, 0.3426196873188019, 0.009491520933806896, 0.1308869868516922]"
2025-09-04 13:49:19.342124,Sad,"[0.19449485838413239, 0.02069932222366333, 0.17356422543525696, 0.10042545199394226, 0.3260994851589203, 0.018056051805615425, 0.16666056215763092]"
2025-09-04 13:49:19.383518,Sad,"[0.1590518206357956, 0.016742713749408722, 0.17181797325611115, 0.11383356153964996, 0.25135961174964905, 0.056389689445495605, 0.23080456256866455]"
2025-09-04 13:49:19.551633,Sad,"[0.20855024456977844, 0.022446556016802788, 0.1500314176082611, 0.13558411598205566, 0.3094993829727173, 0.016537215560674667, 0.1573510468006134]"
2025-09-04 13:49:19.591604,Sad,"[0.14202040433883667, 0.014209620654582977, 0.2440090924501419, 0.030902987346053123, 0.3634099066257477, 0.018080823123455048, 0.187367245554924]"
2025-09-04 13:49:19.635100,Sad,"[0.15059082210063934, 0.014025012031197548, 0.2097499668598175, 0.026343410834670067, 0.3551889955997467, 0.018380895256996155, 0.2257208377122879]"
2025-09-04 13:49:19.676440,Sad,"[0.14253559708595276, 0.01470143347978592, 0.24784313142299652, 0.03816010802984238, 0.3598184883594513, 0.01882716827094555, 0.178114116191864]"
2025-09-04 13:49:19.718847,Sad,"[0.1766805350780487, 0.020732790231704712, 0.23617656528949738, 0.09200280159711838, 0.2778892517089844, 0.051084574311971664, 0.1454334557056427]"
2025-09-04 13:49:19.760013,Neutral,"[0.16676928102970123, 0.017064891755580902, 0.15019099414348602, 0.12149472534656525, 0.2419784814119339, 0.055385883897542953, 0.24711571633815765]"
2025-09-04 13:49:19.907343,Sad,"[0.21319955587387085, 0.022631920874118805, 0.14466780424118042, 0.1339634358882904, 0.30029526352882385, 0.01875291019678116, 0.16648904979228973]"
2025-09-04 13:49:20.038902,Sad,"[0.20693902671337128, 0.02282867021858692, 0.1509465128183365, 0.1556226760149002, 0.28368815779685974, 0.023440593853592873, 0.15653441846370697]"
2025-09-04 13:49:20.165173,Sad,"[0.22120141983032227, 0.024465031921863556, 0.15098442137241364, 0.14002498984336853, 0.3150889575481415, 0.013959171250462532, 0.13427607715129852]"
2025-09-04 13:49:20.207625,Sad,"[0.17748244106769562, 0.017548473551869392, 0.14436157047748566, 0.09293095767498016, 0.386216402053833, 0.005792149342596531, 0.17566804587841034]"
2025-09-04 13:49:20.249457,Neutral,"[0.1409720480442047, 0.015154153108596802, 0.13800424337387085, 0.19638262689113617, 0.1755780726671219, 0.09686712920665741, 0.23704172670841217]"
2025-09-04 13:49:20.395230,Sad,"[0.23382963240146637, 0.024937165901064873, 0.14250491559505463, 0.1182183176279068, 0.33274367451667786, 0.010665378533303738, 0.13710089027881622]"
2025-09-04 13:49:20.436897,Neutral,"[0.13706110417842865, 0.013088575564324856, 0.19459229707717896, 0.04344615712761879, 0.2652812600135803, 0.05969097465276718, 0.28683963418006897]"
2025-09-04 13:49:20.561064,Sad,"[0.23235386610031128, 0.0260353684425354, 0.15034013986587524, 0.13768701255321503, 0.32167553901672363, 0.011828649789094925, 0.1200794130563736]"
2025-09-04 13:49:20.603385,Neutral,"[0.16405868530273438, 0.016612587496638298, 0.15057183802127838, 0.1100265383720398, 0.23220035433769226, 0.06714729964733124, 0.2593827545642853]"
2025-09-04 13:49:20.747204,Sad,"[0.23794157803058624, 0.027502240613102913, 0.15317049622535706, 0.1455286741256714, 0.3199784457683563, 0.011082880198955536, 0.10479569435119629]"
2025-09-04 13:49:20.788479,Sad,"[0.1817479282617569, 0.021124890074133873, 0.1496240198612213, 0.20763587951660156, 0.23372258245944977, 0.044199179857969284, 0.16194552183151245]"
2025-09-04 13:49:20.950508,Sad,"[0.23909495770931244, 0.026257453486323357, 0.1456821858882904, 0.11243145912885666, 0.3636716902256012, 0.006032056640833616, 0.1068301796913147]"
2025-09-04 13:49:20.992961,Neutral,"[0.16705845296382904, 0.016778936609625816, 0.14534533023834229, 0.11305258423089981, 0.2356410175561905, 0.06055165082216263, 0.2615720331668854]"
2025-09-04 13:49:21.135761,Sad,"[0.2474459856748581, 0.02804812230169773, 0.14759176969528198, 0.1181616485118866, 0.3610699474811554, 0.005604482721537352, 0.09207808971405029]"
2025-09-04 13:49:21.264142,Sad,"[0.2446417659521103, 0.026709558442234993, 0.1431523710489273, 0.10924376547336578, 0.36359986662864685, 0.005935980938374996, 0.10671671479940414]"
2025-09-04 13:49:21.306286,Sad,"[0.16720114648342133, 0.016532648354768753, 0.20404689013957977, 0.044992316514253616, 0.3383619487285614, 0.022474100813269615, 0.2063908874988556]"
2025-09-04 13:49:21.346903,Sad,"[0.14924362301826477, 0.015394830144941807, 0.28522881865501404, 0.04331061989068985, 0.29493942856788635, 0.03719756007194519, 0.17468518018722534]"
2025-09-04 13:49:21.499462,Sad,"[0.2459893822669983, 0.0269287321716547, 0.14287392795085907, 0.10677693784236908, 0.37016284465789795, 0.005247102119028568, 0.10202112048864365]"
2025-09-04 13:49:21.637849,Sad,"[0.187155619263649, 0.02011299878358841, 0.15762735903263092, 0.12372875213623047, 0.35959064960479736, 0.0080831004306674, 0.14370150864124298]"
2025-09-04 13:49:21.682495,Sad,"[0.2379881590604782, 0.027128636837005615, 0.15022936463356018, 0.11334136873483658, 0.38205254077911377, 0.00405958853662014, 0.08520033955574036]"
2025-09-04 13:49:21.728852,Sad,"[0.16825467348098755, 0.017831390723586082, 0.1581249088048935, 0.14117549359798431, 0.2752171456813812, 0.031666334718465805, 0.20773006975650787]"
2025-09-04 13:49:21.772695,Sad,"[0.16919882595539093, 0.015968376770615578, 0.16391989588737488, 0.05830466374754906, 0.3282475173473358, 0.01948540098965168, 0.24487537145614624]"
2025-09-04 13:49:21.895557,Sad,"[0.1713428646326065, 0.017517073079943657, 0.14519214630126953, 0.13472111523151398, 0.2843700349330902, 0.02519587241113186, 0.22166083753108978]"
2025-09-04 13:49:21.940619,Sad,"[0.2399352788925171, 0.026887862011790276, 0.1473241001367569, 0.10882210731506348, 0.3825076222419739, 0.004168520215898752, 0.09035451710224152]"
2025-09-04 13:49:22.100562,Sad,"[0.22355663776397705, 0.0253948662430048, 0.15521474182605743, 0.14195144176483154, 0.32822635769844055, 0.010699252597987652, 0.11495673656463623]"
2025-09-04 13:49:22.145723,Neutral,"[0.13502322137355804, 0.014882059767842293, 0.14806587994098663, 0.21514110267162323, 0.1790420114994049, 0.08650027960538864, 0.22134548425674438]"
2025-09-04 13:49:22.257559,Sad,"[0.2266126126050949, 0.024378154426813126, 0.14485685527324677, 0.12986911833286285, 0.3139421343803406, 0.01451360248029232, 0.14582744240760803]"
2025-09-04 13:49:22.365677,Sad,"[0.2309085577726364, 0.02409307286143303, 0.14000751078128815, 0.10542188584804535, 0.35373392701148987, 0.007921257987618446, 0.137913778424263]"
2025-09-04 13:49:22.501596,Sad,"[0.1391414999961853, 0.014040295034646988, 0.2169656604528427, 0.05067873001098633, 0.27505165338516235, 0.0576518252491951, 0.24647025763988495]"
2025-09-04 13:49:22.621190,Sad,"[0.16905689239501953, 0.01729867048561573, 0.14881978929042816, 0.12977227568626404, 0.30467140674591064, 0.018929725512862206, 0.21145127713680267]"
2025-09-04 13:49:22.753029,Sad,"[0.1830914318561554, 0.018827244639396667, 0.14139527082443237, 0.13812872767448425, 0.2709343731403351, 0.030326660722494125, 0.2172962725162506]"
2025-09-04 13:49:22.795676,Neutral,"[0.14837898313999176, 0.01639268919825554, 0.15479202568531036, 0.16674727201461792, 0.1895231157541275, 0.10640484094619751, 0.2177610844373703]"
2025-09-04 13:49:22.864301,Sad,"[0.17615805566310883, 0.01788591779768467, 0.14828404784202576, 0.11689496040344238, 0.3334088623523712, 0.012501033954322338, 0.19486716389656067]"
2025-09-04 13:49:22.989495,Sad,"[0.20203104615211487, 0.022828372195363045, 0.15612874925136566, 0.166748046875, 0.2824910283088684, 0.023271506652235985, 0.1465013474225998]"
2025-09-04 13:49:23.031133,Neutral,"[0.09871753305196762, 0.008355473168194294, 0.22529050707817078, 0.01003102958202362, 0.2721812129020691, 0.05202082544565201, 0.33340340852737427]"
2025-09-04 13:49:23.073527,Neutral,"[0.17489761114120483, 0.016970830038189888, 0.13265495002269745, 0.11325572431087494, 0.2638348937034607, 0.03396476060152054, 0.2644212543964386]"
2025-09-04 13:49:23.199872,Sad,"[0.17658650875091553, 0.018147608265280724, 0.15134859085083008, 0.11759053170681, 0.34393930435180664, 0.010724090971052647, 0.1816633939743042]"
2025-09-04 13:49:23.341263,Sad,"[0.20283366739749908, 0.02215033769607544, 0.1513167768716812, 0.15014073252677917, 0.29172226786613464, 0.02122117206454277, 0.1606149971485138]"
2025-09-04 13:49:23.383541,Sad,"[0.17191709578037262, 0.01773834228515625, 0.14379502832889557, 0.1431252807378769, 0.2666396498680115, 0.032390106469392776, 0.22439445555210114]"
2025-09-04 13:49:23.425553,Sad,"[0.1726485639810562, 0.017913343384861946, 0.1634608656167984, 0.11062686145305634, 0.2591380178928375, 0.048460450023412704, 0.22775191068649292]"
2025-09-04 13:49:23.572018,Neutral,"[0.16125857830047607, 0.016420673578977585, 0.16167794167995453, 0.1028670072555542, 0.24726302921772003, 0.05838514864444733, 0.25212758779525757]"
2025-09-04 13:49:23.612302,Sad,"[0.1602957397699356, 0.01859387382864952, 0.1678663045167923, 0.2000836879014969, 0.2601279616355896, 0.032437752932310104, 0.16059456765651703]"
2025-09-04 13:49:23.654762,Sad,"[0.18069395422935486, 0.020005231723189354, 0.17566117644309998, 0.1350363940000534, 0.2711837887763977, 0.038761161267757416, 0.17865830659866333]"
2025-09-04 13:49:23.794350,Sad,"[0.15145446360111237, 0.01626717858016491, 0.12731261551380157, 0.18509253859519958, 0.24577251076698303, 0.03163299337029457, 0.24246777594089508]"
2025-09-04 13:49:23.837239,Happy,"[0.15917062759399414, 0.01807541213929653, 0.14422233402729034, 0.20856422185897827, 0.20286200940608978, 0.07387595623731613, 0.19322949647903442]"
2025-09-04 13:49:23.958471,Sad,"[0.18973982334136963, 0.02104364149272442, 0.15471549332141876, 0.16640537977218628, 0.2740006148815155, 0.02766270376741886, 0.16643230617046356]"
2025-09-04 13:49:24.000368,Sad,"[0.15940681099891663, 0.01758178323507309, 0.14197373390197754, 0.1915566474199295, 0.233486145734787, 0.0453534759581089, 0.21064136922359467]"
2025-09-04 13:49:24.137419,Sad,"[0.1942027360200882, 0.022489652037620544, 0.16019611060619354, 0.18406705558300018, 0.2698485553264618, 0.027303216978907585, 0.141892671585083]"
2025-09-04 13:49:24.179748,Neutral,"[0.15693487226963043, 0.016031960025429726, 0.1662672609090805, 0.09601309895515442, 0.23629407584667206, 0.07254346460103989, 0.2559152841567993]"
2025-09-04 13:49:24.223688,Sad,"[0.16656184196472168, 0.015158523805439472, 0.18081262707710266, 0.026601994410157204, 0.4099871516227722, 0.007064630277454853, 0.1938132345676422]"
2025-09-04 13:49:24.265361,Sad,"[0.16718453168869019, 0.01563497819006443, 0.14321383833885193, 0.07765732705593109, 0.2927631139755249, 0.026146618649363518, 0.27739956974983215]"
2025-09-04 13:49:24.391544,Neutral,"[0.16725550591945648, 0.015883302316069603, 0.14348341524600983, 0.08506745845079422, 0.27250802516937256, 0.035432927310466766, 0.28036925196647644]"
2025-09-04 13:49:24.432589,Sad,"[0.1756688803434372, 0.017515668645501137, 0.14596283435821533, 0.10425513237714767, 0.3565272092819214, 0.008950283750891685, 0.191119983792305]"
2025-09-04 13:49:24.474969,Sad,"[0.18030978739261627, 0.01836915872991085, 0.14210167527198792, 0.13029086589813232, 0.2903406023979187, 0.022711899131536484, 0.21587596833705902]"
2025-09-04 13:49:24.598817,Sad,"[0.2117273360490799, 0.024476978927850723, 0.1617135852575302, 0.14653010666370392, 0.3386174142360687, 0.009071040898561478, 0.10786353796720505]"
2025-09-04 13:49:24.638784,Sad,"[0.1365310251712799, 0.01425886433571577, 0.11631745100021362, 0.16436667740345, 0.2996896505355835, 0.01099917571991682, 0.2578371465206146]"
2025-09-04 13:49:24.757374,Neutral,"[0.1371106207370758, 0.014121077954769135, 0.2128710001707077, 0.05285477638244629, 0.23281265795230865, 0.10359343886375427, 0.24663642048835754]"
2025-09-04 13:49:24.798035,Sad,"[0.1636439561843872, 0.016850434243679047, 0.22509919106960297, 0.041899241507053375, 0.379207581281662, 0.012969358824193478, 0.16033019125461578]"
2025-09-04 13:49:24.929061,Sad,"[0.21223857998847961, 0.02381293661892414, 0.1562645435333252, 0.1446654200553894, 0.3220665156841278, 0.012555848807096481, 0.1283961832523346]"
2025-09-04 13:49:25.066961,Sad,"[0.17287659645080566, 0.017583437263965607, 0.14070017635822296, 0.13597656786441803, 0.2606862187385559, 0.035815559327602386, 0.23636142909526825]"
2025-09-04 13:49:25.218569,Sad,"[0.2123585194349289, 0.024618830531835556, 0.1625005453824997, 0.1583433300256729, 0.3068836033344269, 0.015408973209559917, 0.11988610029220581]"
2025-09-04 13:49:25.373816,Sad,"[0.20618058741092682, 0.02274814061820507, 0.1673111915588379, 0.12396449595689774, 0.31824514269828796, 0.016881199553608894, 0.14466924965381622]"
2025-09-04 13:49:25.414563,Sad,"[0.19302670657634735, 0.02277030050754547, 0.16708655655384064, 0.18125386536121368, 0.29340267181396484, 0.01838168501853943, 0.12407829612493515]"
2025-09-04 13:49:25.552202,Sad,"[0.21334151923656464, 0.02383735217154026, 0.15581773221492767, 0.14502015709877014, 0.31254521012306213, 0.014910228550434113, 0.1345277577638626]"
2025-09-04 13:49:25.594533,Sad,"[0.17292669415473938, 0.020113877952098846, 0.14796550571918488, 0.21504569053649902, 0.22131893038749695, 0.05304188281297684, 0.16958743333816528]"
2025-09-04 13:49:25.634709,Happy,"[0.1295882910490036, 0.016116619110107422, 0.10256589949131012, 0.43666982650756836, 0.1374286562204361, 0.04548756778240204, 0.13214315474033356]"
2025-09-04 13:49:25.755235,Sad,"[0.20351596176624298, 0.022105321288108826, 0.15664039552211761, 0.13712620735168457, 0.29014697670936584, 0.02431894652545452, 0.1661462038755417]"
2025-09-04 13:49:25.805194,Sad,"[0.17128893733024597, 0.015375503338873386, 0.12300668656826019, 0.07801766693592072, 0.33620014786720276, 0.010541447438299656, 0.2655695676803589]"
2025-09-04 13:49:25.847573,Sad,"[0.17740198969841003, 0.017967507243156433, 0.20822864770889282, 0.042042218148708344, 0.3831298351287842, 0.01144563127309084, 0.15978418290615082]"
2025-09-04 13:49:25.890719,Sad,"[0.1590995043516159, 0.0168545413762331, 0.17873187363147736, 0.09268695116043091, 0.2637665867805481, 0.05135619640350342, 0.23750439286231995]"
2025-09-04 13:49:26.035382,Sad,"[0.18471191823482513, 0.019409045577049255, 0.1517854928970337, 0.13505451381206512, 0.27942967414855957, 0.02905775047838688, 0.2005515843629837]"
2025-09-04 13:49:26.163554,Sad,"[0.18219958245754242, 0.01944107562303543, 0.196794331073761, 0.08231490105390549, 0.2974839210510254, 0.03555463254451752, 0.18621158599853516]"
2025-09-04 13:49:26.309348,Sad,"[0.19592484831809998, 0.02073574811220169, 0.15687499940395355, 0.12423144280910492, 0.2798403799533844, 0.03134603053331375, 0.1910465657711029]"
2025-09-04 13:49:26.428217,Sad,"[0.205275297164917, 0.022288009524345398, 0.16125227510929108, 0.12176050990819931, 0.327566534280777, 0.014115997590124607, 0.14774131774902344]"
2025-09-04 13:49:26.566292,Sad,"[0.17246608436107635, 0.01749269664287567, 0.1774725615978241, 0.08092360198497772, 0.2975754141807556, 0.03219848498702049, 0.22187109291553497]"
2025-09-04 13:49:26.607551,Sad,"[0.16260336339473724, 0.01833559386432171, 0.1493409425020218, 0.19940580427646637, 0.21523591876029968, 0.06428465247154236, 0.19079379737377167]"
2025-09-04 13:49:26.648581,Sad,"[0.14707393944263458, 0.013814399018883705, 0.19991643726825714, 0.03459120914340019, 0.29600074887275696, 0.04080350697040558, 0.2677996754646301]"
2025-09-04 13:49:26.689962,Sad,"[0.14896716177463531, 0.014725297689437866, 0.19786545634269714, 0.05328506976366043, 0.27308088541030884, 0.05504175275564194, 0.2570343613624573]"
2025-09-04 13:49:26.838171,Sad,"[0.2124372124671936, 0.02242327481508255, 0.14565056562423706, 0.12529407441616058, 0.3206881880760193, 0.013892765156924725, 0.15961386263370514]"
2025-09-04 13:49:26.879467,Sad,"[0.17673136293888092, 0.018258506432175636, 0.19141970574855804, 0.06677167117595673, 0.3674226999282837, 0.01221938244998455, 0.16717667877674103]"
2025-09-04 13:49:26.921761,Sad,"[0.17180167138576508, 0.016892122104763985, 0.14152361452579498, 0.11151327937841415, 0.28714004158973694, 0.02545379288494587, 0.24567551910877228]"
2025-09-04 13:49:26.963170,Sad,"[0.19618570804595947, 0.0224317517131567, 0.16512158513069153, 0.13369841873645782, 0.3714045286178589, 0.00584100978448987, 0.10531698912382126]"
2025-09-04 13:49:27.003552,Neutral,"[0.1531807780265808, 0.014971921220421791, 0.1682695746421814, 0.07085787504911423, 0.24903559684753418, 0.06376326829195023, 0.2799209952354431]"
2025-09-04 13:49:27.044106,Neutral,"[0.1536710411310196, 0.015372260473668575, 0.17684705555438995, 0.07686372846364975, 0.25950539112091064, 0.05680914968252182, 0.2609313428401947]"
2025-09-04 13:49:27.205425,Sad,"[0.21756170690059662, 0.023199860006570816, 0.14653454720973969, 0.12494505941867828, 0.3269820511341095, 0.012330827303230762, 0.1484459489583969]"
2025-09-04 13:49:27.246820,Sad,"[0.16563157737255096, 0.01840122975409031, 0.21385395526885986, 0.09250236302614212, 0.33008071780204773, 0.02136586606502533, 0.15816427767276764]"
2025-09-04 13:49:27.287311,Sad,"[0.16807569563388824, 0.016705816611647606, 0.14853210747241974, 0.1093994751572609, 0.31380215287208557, 0.017738409340381622, 0.2257463037967682]"
2025-09-04 13:49:27.328753,Sad,"[0.19728003442287445, 0.023784585297107697, 0.1723095178604126, 0.1513047218322754, 0.3626224398612976, 0.005729553289711475, 0.08696914464235306]"
2025-09-04 13:49:27.370805,Sad,"[0.1651586890220642, 0.017387116327881813, 0.1670701503753662, 0.11956489831209183, 0.25696542859077454, 0.04940790683031082, 0.22444574534893036]"
2025-09-04 13:49:27.506778,Sad,"[0.20478922128677368, 0.02126978524029255, 0.15011444687843323, 0.11156170815229416, 0.3300226330757141, 0.013470085337758064, 0.1687721163034439]"
2025-09-04 13:49:27.546391,Neutral,"[0.14648541808128357, 0.01640925370156765, 0.1479666531085968, 0.19808244705200195, 0.1827569305896759, 0.10018299520015717, 0.20811641216278076]"
2025-09-04 13:49:27.588669,Sad,"[0.15857365727424622, 0.01671581342816353, 0.18283793330192566, 0.09989061951637268, 0.2568587362766266, 0.05780232325196266, 0.22732096910476685]"
2025-09-04 13:49:27.629105,Sad,"[0.19881577789783478, 0.025507917627692223, 0.1791234016418457, 0.17499519884586334, 0.34622055292129517, 0.00586371636018157, 0.0694735124707222]"
2025-09-04 13:49:27.764790,Sad,"[0.1938246786594391, 0.020162595435976982, 0.14597055315971375, 0.130622997879982, 0.30359992384910583, 0.018739376217126846, 0.18707986176013947]"
2025-09-04 13:49:27.807648,Sad,"[0.19589407742023468, 0.023706985637545586, 0.17248985171318054, 0.1749381721019745, 0.32100746035575867, 0.01106515433639288, 0.10089834034442902]"
2025-09-04 13:49:27.848640,Sad,"[0.15366309881210327, 0.01748703233897686, 0.15516872704029083, 0.20505371689796448, 0.2073567658662796, 0.07042985409498215, 0.19084082543849945]"
